Directorio|Secuencia_p|Secuencia_encuesta|Orden|Fex_c|llave_hogar|P6160|P6170|P6175|P6210|P6210S1|P6220
3416649|1|1|1|301.05133973|34166491|1|2||6|05|4
3416650|1|1|1|301.05133973|34166501|1|2||5|11|2
3416656|1|1|1|181.4879373|34166561|1|2||6|05|4
3416656|1|2|2|181.4879373|34166561|1|1|2|6|02|2
3416656|1|3|3|181.4879373|34166561|1|2||6|02|2
3416658|1|1|1|263.12484241|34166581|1|2||6|05|4
3416658|1|2|2|263.12484241|34166581|1|1|2|6|04|2
3416658|1|3|3|263.12484241|34166581|1|1|1|3|03|
3416659|1|1|1|295.44528611|34166591|1|2||6|02|3
3416660|1|1|1|342.57471223|34166601|1|2||5|11|2
3416660|1|2|2|342.57471223|34166601|1|2||3|05|
3416660|1|3|3|342.57471223|34166601|1|1|2|6|04|2
3416660|1|4|4|342.57471223|34166601|1|1|1|3|04|
3416661|1|1|1|476.87972541|34166611|1|2||6|02|3
3416661|1|2|2|476.87972541|34166611|1|2||6|02|3
3416661|1|3|3|476.87972541|34166611|1|1|1|3|00|
3416662|1|1|1|151.23994775|34166621|1|2||3|05|
3416662|1|2|2|151.23994775|34166621|1|2||6|02|3
3416662|1|3|3|151.23994775|34166621|1|1|2|3|04|
3416663|1|1|1|396.22373705|34166631|1|2||5|11|2
3416663|1|2|2|396.22373705|34166631|1|2||6|02|3
3416663|1|3|3|396.22373705|34166631|1|1|2|4|06|
3416664|1|1|1|157.97160156|34166641|1|2||4|08|
3416665|1|1|1|295.44528611|34166651|1|2||4|07|
3416666|1|2|2|157.18301976|34166661|1|1|1|3|01|
3416666|1|3|3|157.18301976|34166661|1|1|1|3|00|
3416666|1|4|4|157.18301976|34166661|1|1|1|3|04|
3416666|1|5|5|157.18301976|34166661|1|2||5|11|2
3416666|1|1|1|157.18301976|34166661|1|2||5|11|2
3416667|1|1|1|251.8016023|34166671|1|1|1|6|03|2
3416667|1|2|2|251.8016023|34166671|1|1|1|6|03|2
3416668|1|1|1|295.44528611|34166681|1|2||5|11|2
3416669|1|1|1|280.95451942|34166691|2|2||2|01|
3416669|2|1|1|280.95451942|34166692|1|2||3|05|
3416669|2|2|2|280.95451942|34166692|1|2||5|11|2
3416669|2|3|3|280.95451942|34166692|1|1|1|4|09|
3416669|2|4|4|280.95451942|34166692|1|1|1|4|07|
3416669|2|5|5|280.95451942|34166692|1|1|1|3|04|
3416669|2|6|6|280.95451942|34166692|1|1|1|3|04|
3416669|2|7|7|280.95451942|34166692|1|1|1|3|02|
3416669|3|1|1|280.95451942|34166693|1|2||5|11|2
3416669|3|2|2|280.95451942|34166693|1|2||3|05|
3416669|3|3|3|280.95451942|34166693|1|1|1|3|04|
3416669|3|4|4|280.95451942|34166693|1|1|1|3|03|
3416669|3|5|5|280.95451942|34166693|1|1|1|3|00|
3416669|4|1|1|280.95451942|34166694|1|2||5|11|2
3416669|4|2|2|280.95451942|34166694|1|2||4|08|
3416669|4|3|3|280.95451942|34166694|1|1|1|3|00|
3416670|1|1|1|247.80722047|34166701|1|2||6|05|4
3416670|1|2|2|247.80722047|34166701|1|2||5|13|2
3416670|1|3|3|247.80722047|34166701|1|2||5|11|2
3416670|1|4|4|247.80722047|34166701|1|2||5|11|2
3416670|1|5|5|247.80722047|34166701|1|1|1|5|10|1
3416670|1|6|6|247.80722047|34166701|1|1|1|3|02|
3416671|1|1|1|360.77335642|34166711|1|2||3|05|
3416671|1|2|2|360.77335642|34166711|1|2||5|11|2
3416671|1|3|3|360.77335642|34166711|1|2||6|01|3
3416672|1|1|1|326.99115867|34166721|1|2||5|11|2
3416672|1|2|2|326.99115867|34166721|1|2||5|11|2
3416672|1|3|3|326.99115867|34166721|1|1|1|4|07|
3416672|1|4|4|326.99115867|34166721|1|1|1|3|02|
3416672|1|5|5|326.99115867|34166721|1|2||3|04|
3416674|1|1|1|193.17906487|34166741|1|2||3|03|
3416674|1|2|2|193.17906487|34166741|1|1|1|3|04|
3416675|1|1|1|360.77335642|34166751|1|2||3|03|
3416675|1|2|2|360.77335642|34166751|1|2||5|11|2
3416675|1|3|3|360.77335642|34166751|1|2||6|05|4
3416676|1|1|1|283.8476187|34166761|1|2||3|05|
3416676|1|2|2|283.8476187|34166761|1|2||4|08|
3416676|1|3|3|283.8476187|34166761|1|2||6|02|3
3416676|1|4|4|283.8476187|34166761|1|2||5|11|2
3416677|1|1|1|425.46214842|34166771|1|2||5|11|2
3416677|1|2|2|425.46214842|34166771|1|2||6|02|3
3416679|1|1|1|196.73250175|34166791|1|2||6|05|4
3416679|1|2|2|196.73250175|34166791|1|2||6|02|3
3416679|1|3|3|196.73250175|34166791|1|1|1|3|02|
3416680|1|1|1|187.06078038|34166801|1|2||6|02|3
3416680|1|2|2|187.06078038|34166801|1|2||6|02|3
3416680|1|3|3|187.06078038|34166801|1|2||3|02|
3416680|1|4|4|187.06078038|34166801|1|2||3|05|
3416682|1|1|1|113.68214421|34166821|1|2||5|11|2
3416682|1|2|2|113.68214421|34166821|1|1|2|6|01|2
3416684|1|1|1|95.785300243|34166841|1|2||6|02|3
3416684|1|2|2|95.785300243|34166841|1|1|1|6|04|2
3416684|1|3|3|95.785300243|34166841|1|1|1|6|00|2
3416684|1|4|4|95.785300243|34166841|1|1|1|4|08|
3416684|1|5|5|95.785300243|34166841|1|2||4|07|
3416684|1|6|6|95.785300243|34166841|1|1|1|6|04|2
3416685|1|1|1|251.77636956|34166851|1|2||6|02|3
3416685|1|2|2|251.77636956|34166851|1|2||5|11|2
3416685|1|3|3|251.77636956|34166851|1|1|1|4|07|
3416685|1|4|4|251.77636956|34166851|1|1|1|3|01|
3416686|1|1|1|383.14120097|34166861|1|2||5|11|2
3416686|1|2|2|383.14120097|34166861|1|2||6|01|3
3416686|1|3|3|383.14120097|34166861|1|2||6|05|4
3416686|1|4|4|383.14120097|34166861|1|1|1|6|02|3
3416687|1|1|1|113.68214421|34166871|1|2||5|11|2
3416687|1|2|2|113.68214421|34166871|1|2||4|08|
3416688|1|1|1|100.04868099|34166881|1|2||6|05|4
3416705|1|1|1|71.040207298|34167051|1|2||5|11|2
3416705|1|2|2|71.040207298|34167051|1|2||6|05|4
3416707|1|1|1|66.483698924|34167071|2|2||1|00|
3416707|1|2|2|66.483698924|34167071|1|2||5|11|2
3416708|1|1|1|105.44378568|34167081|1|2||4|09|
3416711|1|1|1|214.76180642|34167111|1|2||6|07|5
3416711|1|2|2|214.76180642|34167111|1|1|1|5|10|1
3416711|1|3|3|214.76180642|34167111|1|1|1|4|07|
3416714|1|1|1|61.392771739|34167141|1|2||6|05|4
3416715|1|1|1|79.496558198|34167151|1|2||5|11|2
3416716|1|1|1|78.354612427|34167161|1|2||6|05|4
3416718|1|1|1|55.253494565|34167181|1|2||6|02|3
3416718|1|2|2|55.253494565|34167181|1|2||6|03|3
3416719|1|1|1|54.149710595|34167191|1|2||5|11|2
3416719|1|2|2|54.149710595|34167191|1|2||5|11|2
3416719|1|3|3|54.149710595|34167191|2|1|1|2|00|
3416720|1|1|1|54.002455753|34167201|1|2||6|05|4
3416720|1|2|2|54.002455753|34167201|1|1|1|3|04|
3416720|1|3|3|54.002455753|34167201|2|2||1|00|
3416730|1|1|1|55.253494565|34167301|1|2||6|01|3
3416730|1|2|2|55.253494565|34167301|2|1|1|2|00|
3416730|1|4|4|55.253494565|34167301|1|2||6|05|4
3416735|1|1|1|221.01397826|34167351|1|2||6|01|3
3416735|1|2|2|221.01397826|34167351|1|2||6|05|4
3416735|1|3|3|221.01397826|34167351|1|1|1|3|03|
3416735|1|4|4|221.01397826|34167351|2|1|1|3|00|
3416736|1|1|1|116.75752191|34167361|1|2||3|02|
3416736|1|2|2|116.75752191|34167361|1|2||6|03|3
3416736|1|3|3|116.75752191|34167361|1|1|1|6|04|2
3416736|1|4|4|116.75752191|34167361|1|1|1|3|04|
3416736|1|5|5|116.75752191|34167361|1|1|1|3|00|
3416736|1|7|7|116.75752191|34167361|2|1|1|2|00|
3416737|1|1|1|232.00688583|34167371|1|2||5|11|2
3416737|1|2|2|232.00688583|34167371|1|1|1|5|10|1
3416737|1|3|3|232.00688583|34167371|2|1|1|3|00|
3416738|1|1|1|370.42338762|34167381|1|2||6|05|4
3416738|1|2|2|370.42338762|34167381|1|2||6|05|4
3416739|1|1|1|142.22203452|34167391|1|2||5|11|2
3416739|1|2|2|142.22203452|34167391|1|1|1|6|00|2
3416740|1|1|1|409.93596301|34167401|1|2||6|02|3
3416740|1|2|2|409.93596301|34167401|1|2||6|02|3
3416740|1|3|3|409.93596301|34167401|1|1|1|3|00|
3416741|1|1|1|466.73912746|34167411|1|2||6|02|3
3416741|1|2|2|466.73912746|34167411|1|2||6|05|4
3416741|1|3|3|466.73912746|34167411|1|2||5|11|2
3416742|1|1|1|232.00688583|34167421|1|2||6|03|3
3416742|1|2|2|232.00688583|34167421|1|1|1|4|06|
3416742|1|3|3|232.00688583|34167421|1|1|1|3|01|
3416743|1|2|2|342.24569282|34167431|1|2||5|11|2
3416743|1|3|3|342.24569282|34167431|1|1|1|4|06|
3416743|1|4|4|342.24569282|34167431|1|1|2|3|03|
3416743|1|1|1|342.24569282|34167431|1|2||5|11|2
3416744|1|1|1|170.39972933|34167441|1|2||5|11|2
3416745|1|1|1|234.04730267|34167451|1|2||6|02|3
3416745|1|2|2|234.04730267|34167451|1|2||3|05|
3416745|1|3|3|234.04730267|34167451|1|2||6|05|4
3416746|1|1|1|196.03955969|34167461|1|2||3|05|
3416747|1|3|3|548.87841659|34167471|1|2||6|05|4
3416747|1|4|4|548.87841659|34167471|1|2||6|05|4
3416747|1|5|5|548.87841659|34167471|1|2||5|11|2
3416747|1|6|6|548.87841659|34167471|1|1|1|6|00|2
3416747|1|7|7|548.87841659|34167471|2|1|2|1|00|
3416747|1|8|8|548.87841659|34167471|1|2||6|05|4
3416747|1|1|1|548.87841659|34167471|1|2||5|11|2
3416747|1|2|2|548.87841659|34167471|1|2||5|11|2
3416748|1|1|1|420.08546697|34167481|1|2||6|05|4
3416748|1|2|2|420.08546697|34167481|1|2||6|04|3
3416749|1|1|1|237.72279602|34167491|1|2||6|06|5
3416749|1|2|2|237.72279602|34167491|1|2||5|11|2
3416749|1|3|3|237.72279602|34167491|1|2||6|05|4
3416750|1|1|1|205.82940622|34167501|1|2||3|05|
3416750|1|2|2|205.82940622|34167501|1|2||4|08|
3416751|1|1|1|420.95780447|34167511|1|2||5|11|2
3416751|1|2|2|420.95780447|34167511|1|2||5|11|2
3416752|1|1|1|391.90777216|34167521|1|2||6|01|3
3416752|1|2|2|391.90777216|34167521|1|2||5|11|2
3416752|1|3|3|391.90777216|34167521|1|1|1|4|07|
3416752|1|4|4|391.90777216|34167521|1|1|1|3|01|
3416753|1|1|1|54.485821495|34167531|1|2||3|01|
3416753|1|2|2|54.485821495|34167531|1|1|1|6|02|2
3416753|1|3|3|54.485821495|34167531|1|1|1|4|09|
3416754|1|1|1|80.485392754|34167541|1|2||4|08|
3416754|1|2|2|80.485392754|34167541|1|2||1|00|
3416755|1|1|1|61.254072994|34167551|2|2||1|00|
3416756|1|5|5|96.666692735|34167561|1|1|1|3|04|
3416756|1|1|1|96.666692735|34167561|1|2||5|11|2
3416756|1|2|2|96.666692735|34167561|1|2||5|11|2
3416756|1|3|3|96.666692735|34167561|1|1|2|4|09|
3416756|1|4|4|96.666692735|34167561|1|1|1|4|09|
3416757|1|1|1|134.22960407|34167571|1|2||5|12|2
3416757|1|2|2|134.22960407|34167571|1|2||6|07|4
3416757|1|3|3|134.22960407|34167571|1|1|1|4|06|
3416757|1|4|4|134.22960407|34167571|2|1|1|3|00|
3416758|1|1|1|120.69312385|34167581|1|2||5|11|2
3416758|1|2|2|120.69312385|34167581|1|2||6|03|3
3416758|1|3|3|120.69312385|34167581|1|1|1|6|00|2
3416759|1|1|1|88.094483066|34167591|2|2||1|00|
3416759|1|2|2|88.094483066|34167591|1|2||5|11|2
3416759|1|4|4|88.094483066|34167591|1|2||3|02|
3416759|1|5|5|88.094483066|34167591|1|2||4|07|
3416759|1|6|6|88.094483066|34167591|2|2||1|00|
3416759|1|7|7|88.094483066|34167591|1|2||3|03|
3416760|1|1|1|66.248183953|34167601|1|2||3|05|
3416760|1|2|2|66.248183953|34167601|2|2||1|00|
3416760|1|3|3|66.248183953|34167601|1|1|1|4|07|
3416761|1|1|1|106.89469514|34167611|1|2||6|03|3
3416761|1|2|2|106.89469514|34167611|1|2||6|05|4
3416761|1|3|3|106.89469514|34167611|1|1|1|5|10|1
3416761|1|4|4|106.89469514|34167611|1|1|1|5|10|1
3416762|1|1|1|52.979088105|34167621|1|2||3|05|
3416762|1|2|2|52.979088105|34167621|1|1|1|6|00|2
3416762|1|3|3|52.979088105|34167621|1|2||5|11|2
3416763|1|1|1|69.295095146|34167631|1|2||4|09|
3416763|1|2|2|69.295095146|34167631|1|1|2|6|00|2
3416763|1|3|3|69.295095146|34167631|1|1|1|5|10|1
3416764|1|1|1|97.489735946|34167641|1|2||4|06|
3416764|1|2|2|97.489735946|34167641|1|2||5|11|2
3416764|1|3|3|97.489735946|34167641|1|1|2|3|01|
3416764|1|4|4|97.489735946|34167641|1|2||6|02|3
3416764|1|5|5|97.489735946|34167641|1|2||5|11|2
3416765|1|1|1|160.27726427|34167651|1|2||6|02|3
3416765|1|2|2|160.27726427|34167651|1|2||6|02|3
3416765|1|3|3|160.27726427|34167651|1|1|2|3|03|
3416765|1|4|4|160.27726427|34167651|2|1|2|2|01|
3416766|1|1|1|80.485392754|34167661|1|2||5|11|2
3416766|1|2|2|80.485392754|34167661|1|2||3|05|
3416767|1|1|1|161.08103843|34167671|1|2||5|11|2
3416767|1|2|2|161.08103843|34167671|1|1|2|6|02|3
3416767|1|3|3|161.08103843|34167671|1|1|1|4|09|
3416767|1|4|4|161.08103843|34167671|1|1|1|3|02|
3416767|1|5|5|161.08103843|34167671|1|2||5|11|2
3416767|1|6|6|161.08103843|34167671|1|2||6|02|3
3416767|1|7|7|161.08103843|34167671|1|1|1|3|03|
3416768|1|1|1|80.485392754|34167681|1|2||3|05|
3416768|1|2|2|80.485392754|34167681|1|2||3|05|
3416769|1|1|1|136.35401731|34167691|1|2||6|05|4
3416769|1|2|2|136.35401731|34167691|1|2||6|02|3
3416769|1|3|3|136.35401731|34167691|1|2||6|02|3
3416769|1|4|4|136.35401731|34167691|1|1|1|6|02|2
3416770|1|1|1|102.88548875|34167701|1|2||5|11|2
3416770|1|2|2|102.88548875|34167701|1|2||6|02|3
3416770|1|3|3|102.88548875|34167701|1|1|1|4|09|
3416770|1|4|4|102.88548875|34167701|1|1|1|4|07|
3416771|1|1|1|96.740036479|34167711|1|2||6|05|4
3416771|1|2|2|96.740036479|34167711|1|2||6|05|4
3416771|1|4|4|96.740036479|34167711|1|2||4|06|
3416772|1|1|1|104.3315018|34167721|1|2||5|11|2
3416772|1|2|2|104.3315018|34167721|1|1|1|4|00|
3416772|1|3|3|104.3315018|34167721|1|1|2|6|00|2
3416772|1|4|4|104.3315018|34167721|2|2||1|00|
3416773|1|1|1|102.88548875|34167731|1|2||6|02|3
3416773|1|2|2|102.88548875|34167731|1|2||6|02|3
3416773|1|3|3|102.88548875|34167731|1|1|2|4|00|
3416773|1|4|4|102.88548875|34167731|1|1|1|6|03|2
3416774|1|1|1|90.009116623|34167741|1|2||6|03|3
3416774|1|2|2|90.009116623|34167741|1|2||5|11|2
3416774|1|3|3|90.009116623|34167741|1|1|2|5|10|1
3416774|1|4|4|90.009116623|34167741|1|1|2|5|10|1
3416774|1|5|5|90.009116623|34167741|1|1|1|4|08|
3416774|1|6|6|90.009116623|34167741|1|1|1|4|07|
3416775|1|1|1|128.79671301|34167751|1|2||6|01|3
3416775|1|2|2|128.79671301|34167751|2|1|2|2|00|
3416776|1|1|1|92.657486343|34167761|1|2||4|09|
3416776|1|2|2|92.657486343|34167761|1|2||5|10|1
3416776|1|3|3|92.657486343|34167761|1|1|1|6|02|2
3416776|1|4|4|92.657486343|34167761|1|1|1|6|02|2
3416776|1|5|5|92.657486343|34167761|1|2||5|11|2
3416777|1|1|1|117.12269755|34167771|1|2||5|11|2
3416777|1|2|2|117.12269755|34167771|1|2||6|01|3
3416777|1|3|3|117.12269755|34167771|1|1|1|4|08|
3416778|1|1|1|67.981442893|34167781|1|2||5|11|2
3416778|1|2|2|67.981442893|34167781|1|2||6|05|4
3416779|1|1|1|70.257390345|34167791|1|2||5|11|2
3416779|1|2|2|70.257390345|34167791|1|2||5|11|2
3416779|1|3|3|70.257390345|34167791|1|1|1|6|04|3
3416780|1|1|1|123.49302777|34167801|1|2||3|05|
3416780|1|2|2|123.49302777|34167801|1|1|1|6|02|2
3416781|1|1|1|83.642336356|34167811|1|2||6|05|4
3416781|1|2|2|83.642336356|34167811|1|2||6|05|4
3416781|1|3|3|83.642336356|34167811|1|2||6|05|4
3416782|1|1|1|289.67361634|34167821|1|2||6|03|3
3416782|1|2|2|289.67361634|34167821|1|2||6|03|3
3416783|1|1|1|467.06129293|34167831|1|2||3|02|
3416783|1|2|2|467.06129293|34167831|1|2||3|05|
3416783|1|3|3|467.06129293|34167831|1|1|1|5|11|2
3416783|1|4|4|467.06129293|34167831|1|1|1|4|08|
3416783|1|5|5|467.06129293|34167831|1|1|1|3|00|
3416784|1|1|1|520.09138103|34167841|1|2||5|11|2
3416784|1|2|2|520.09138103|34167841|1|2||5|11|2
3416784|1|3|3|520.09138103|34167841|1|2||6|04|3
3416784|1|4|4|520.09138103|34167841|1|2||5|11|2
3416784|1|5|5|520.09138103|34167841|1|2||5|11|2
3416784|1|6|6|520.09138103|34167841|1|1|1|4|08|
3416784|1|7|7|520.09138103|34167841|1|1|1|4|07|
3416784|1|8|8|520.09138103|34167841|1|2||5|11|2
3416786|1|1|1|189.08419936|34167861|1|2||6|03|3
3416786|1|3|3|189.08419936|34167861|1|2||4|09|
3416787|1|1|1|406.06878549|34167871|2|2||1|00|
3416787|1|2|2|406.06878549|34167871|1|2||3|05|
3416787|1|3|3|406.06878549|34167871|1|1|1|5|11|2
3416787|1|4|4|406.06878549|34167871|1|1|1|3|03|
3416787|1|5|5|406.06878549|34167871|1|2||3|05|
3416788|1|1|1|373.81569057|34167881|1|2||6|02|3
3416788|1|2|2|373.81569057|34167881|1|2||5|11|2
3416789|1|1|1|418.22787205|34167891|1|2||3|05|
3416789|1|2|2|418.22787205|34167891|1|2||3|05|
3416789|1|3|3|418.22787205|34167891|1|2||3|03|
3416790|1|1|1|472.41493766|34167901|1|2||5|11|2
3416790|1|2|2|472.41493766|34167901|1|1|1|3|05|
3416790|1|3|3|472.41493766|34167901|1|1|1|3|05|
3416790|1|4|4|472.41493766|34167901|1|1|1|3|01|
3416791|1|1|1|435.82158121|34167911|1|2||5|10|1
3416792|1|1|1|263.1791677|34167921|1|2||5|11|2
3416792|1|2|2|263.1791677|34167921|1|2||6|02|3
3416792|1|3|3|263.1791677|34167921|1|2||6|02|3
3416792|1|4|4|263.1791677|34167921|2|2||1|00|
3416793|1|1|1|382.52702167|34167931|1|2||6|02|3
3416793|1|2|2|382.52702167|34167931|1|2||6|02|3
3416793|1|3|3|382.52702167|34167931|1|1|1|4|07|
3416794|1|1|1|302.92150707|34167941|1|2||3|05|
3416795|1|1|1|419.32174566|34167951|1|2||5|11|2
3416795|1|2|2|419.32174566|34167951|1|2||3|05|
3416795|1|3|3|419.32174566|34167951|1|2||6|02|3
3416795|1|4|4|419.32174566|34167951|1|2||6|02|3
3416795|1|5|5|419.32174566|34167951|1|2||6|02|3
3416795|1|6|6|419.32174566|34167951|1|1|2|2|00|
3416796|1|1|1|449.06898448|34167961|1|2||6|02|3
3416796|1|2|2|449.06898448|34167961|1|2||5|11|2
3416796|1|3|3|449.06898448|34167961|1|1|1|4|00|
3416796|1|4|4|449.06898448|34167961|2|1|1|2|00|
3416797|1|1|1|351.67395008|34167971|1|2||5|11|2
3416797|1|2|2|351.67395008|34167971|1|1|1|5|10|1
3416798|1|1|1|338.42605936|34167981|1|2||6|03|3
3416798|1|2|2|338.42605936|34167981|1|2||6|03|3
3416798|1|3|3|338.42605936|34167981|1|1|1|4|00|
3416799|1|1|1|481.31567714|34167991|1|2||6|03|3
3416799|1|2|2|481.31567714|34167991|1|2||5|11|2
3416799|1|3|3|481.31567714|34167991|1|1|1|4|08|
3416799|1|4|4|481.31567714|34167991|1|1|1|3|01|
3416800|1|1|1|236.3790568|34168001|1|2||5|11|2
3416800|1|2|2|236.3790568|34168001|1|2||5|11|2
3416800|1|3|3|236.3790568|34168001|1|1|1|6|01|2
3416800|1|4|4|236.3790568|34168001|1|1|1|4|06|
3416801|1|1|1|435.82158121|34168011|1|2||3|05|
3416803|1|1|1|338.42605936|34168031|1|2||6|03|3
3416803|1|2|2|338.42605936|34168031|1|2||5|11|2
3416803|1|3|3|338.42605936|34168031|1|1|1|5|11|2
3416804|1|1|1|435.82158121|34168041|1|2||5|11|2
3416805|1|1|1|427.02018101|34168051|1|2||5|11|2
3416805|1|2|2|427.02018101|34168051|1|2||5|11|2
3416805|1|3|3|427.02018101|34168051|1|1|1|6|03|3
3416805|1|4|4|427.02018101|34168051|1|1|1|5|11|2
3416806|1|1|1|365.00788812|34168061|1|2||5|11|2
3416806|1|2|2|365.00788812|34168061|1|2||5|11|2
3416806|1|3|3|365.00788812|34168061|1|1|1|4|09|
3416806|1|4|4|365.00788812|34168061|2|1|1|2|00|
3416807|1|1|1|431.27946469|34168071|1|2||5|11|2
3416807|1|2|2|431.27946469|34168071|1|1|1|5|11|2
3416807|1|3|3|431.27946469|34168071|1|1|1|4|07|
3416807|1|4|4|431.27946469|34168071|1|1|1|3|05|
3416809|1|1|1|387.17850237|34168091|1|2||5|11|2
3416809|1|2|2|387.17850237|34168091|1|2||5|11|2
3416809|1|3|3|387.17850237|34168091|1|2||6|05|4
3416809|1|4|4|387.17850237|34168091|1|1|2|5|10|1
3416810|1|1|1|302.92150707|34168101|1|2||3|05|
3416811|1|5|5|285.52369684|34168111|1|1|1|6|02|2
3416811|1|6|6|285.52369684|34168111|1|1|2|4|07|
3416811|1|1|1|285.52369684|34168111|1|2||3|05|
3416811|1|2|2|285.52369684|34168111|1|2||5|11|2
3416811|1|3|3|285.52369684|34168111|1|2||6|05|4
3416811|1|4|4|285.52369684|34168111|1|2||6|08|5
3416812|1|1|1|565.45775137|34168121|1|2||6|03|3
3416812|1|2|2|565.45775137|34168121|1|2||6|03|3
3416812|1|3|3|565.45775137|34168121|1|1|1|3|05|
3416812|1|5|5|565.45775137|34168121|2|2||3|01|
3416813|1|1|1|373.82209283|34168131|1|2||3|05|
3416813|1|2|2|373.82209283|34168131|1|2||6|05|4
3416813|1|3|3|373.82209283|34168131|1|1|1|6|04|3
3416813|1|4|4|373.82209283|34168131|1|1|1|3|05|
3416813|1|5|5|373.82209283|34168131|1|1|1|3|03|
3416814|1|1|1|413.67935327|34168141|1|2||6|07|5
3416814|1|2|2|413.67935327|34168141|1|2||5|11|2
3416814|1|3|3|413.67935327|34168141|1|1|1|5|10|1
3416814|1|4|4|413.67935327|34168141|1|1|1|3|03|
3416815|1|1|1|432.56323412|34168151|1|2||6|03|3
3416815|1|2|2|432.56323412|34168151|1|2||6|03|3
3416815|1|3|3|432.56323412|34168151|2|1|1|3|00|
3416816|1|1|1|189.08419936|34168161|1|2||3|05|
3416816|1|2|2|189.08419936|34168161|1|2||3|05|
3416816|1|3|3|189.08419936|34168161|1|2||6|03|3
3416817|1|1|1|524.3222784|34168171|1|2||6|02|3
3416817|1|2|2|524.3222784|34168171|1|2||6|02|3
3416817|1|3|3|524.3222784|34168171|1|1|2|4|06|
3416817|1|4|4|524.3222784|34168171|1|1|2|3|02|
3416817|1|5|5|524.3222784|34168171|1|1|2|5|10|1
3416818|1|1|1|189.08419936|34168181|1|2||6|07|5
3416818|1|2|2|189.08419936|34168181|1|2||6|06|4
3416818|1|3|3|189.08419936|34168181|1|2||6|05|4
3416818|1|4|4|189.08419936|34168181|1|1|1|4|00|
3416819|1|1|1|378.17480098|34168191|1|2||6|02|3
3416819|1|2|2|378.17480098|34168191|1|1|1|6|01|2
3416820|1|1|1|581.96350173|34168201|1|1|1|5|10|1
3416820|1|2|2|581.96350173|34168201|1|2||4|06|
3416820|1|3|3|581.96350173|34168201|1|1|1|3|05|
3416820|1|4|4|581.96350173|34168201|1|1|1|3|05|
3416820|1|5|5|581.96350173|34168201|1|1|1|3|04|
3416820|1|6|6|581.96350173|34168201|1|1|1|3|01|
3416821|1|1|1|280.77287687|34168211|1|2||5|11|2
3416821|1|2|2|280.77287687|34168211|1|1|1|3|01|
3416823|1|1|1|440.16824501|34168231|1|2||3|05|
3416823|1|2|2|440.16824501|34168231|1|2||5|10|1
3416823|1|3|3|440.16824501|34168231|1|2||4|08|
3416824|1|1|1|511.07487512|34168241|1|2||4|09|
3416824|1|2|2|511.07487512|34168241|1|2||5|10|1
3416825|1|1|1|302.92150707|34168251|1|2||3|05|
3416826|1|1|1|254.36496299|34168261|1|2||4|06|
3416826|1|2|2|254.36496299|34168261|1|2||4|07|
3416826|1|3|3|254.36496299|34168261|1|1|1|4|07|
3416828|1|1|1|422.56813359|34168281|1|2||6|02|3
3416828|1|2|2|422.56813359|34168281|1|2||6|02|3
3416828|1|3|3|422.56813359|34168281|1|1|1|4|06|
3416828|1|4|4|422.56813359|34168281|2|1|1|2|00|
3416829|1|1|1|298.56879892|34168291|1|2||3|05|
3416829|1|2|2|298.56879892|34168291|1|2||5|11|2
3416829|1|3|3|298.56879892|34168291|1|1|1|3|02|
3416829|1|4|4|298.56879892|34168291|2|2||1|00|
3416830|1|1|1|371.83150968|34168301|1|2||5|11|2
3416830|1|2|2|371.83150968|34168301|1|2||6|05|4
3416831|1|1|1|498.0818071|34168311|1|2||5|11|2
3416832|1|1|1|316.01553507|34168321|1|2||5|11|2
3416832|1|2|2|316.01553507|34168321|1|2||5|11|2
3416836|1|1|1|412.08535949|34168361|1|2||5|11|2
3416836|1|2|2|412.08535949|34168361|1|2||6|06|4
3416837|1|1|1|498.0818071|34168371|1|2||6|05|4
3416838|1|1|1|216.09622784|34168381|1|2||3|05|
3416838|1|2|2|216.09622784|34168381|1|2||5|11|2
3416840|1|1|1|417.059326|34168401|1|2||6|02|3
3416840|1|2|2|417.059326|34168401|1|2||5|11|2
3416840|1|3|3|417.059326|34168401|1|1|1|4|07|
3416841|1|1|1|387.0635813|34168411|1|2||3|05|
3416841|1|2|2|387.0635813|34168411|2|1|1|2|00|
3416842|1|1|1|329.52531988|34168421|1|2||5|11|2
3416842|1|2|2|329.52531988|34168421|1|2||5|11|2
3416842|1|3|3|329.52531988|34168421|1|1|1|3|03|
3416844|1|1|1|280.77287687|34168441|1|2||4|08|
3416844|1|2|2|280.77287687|34168441|1|2||5|11|2
3416845|1|1|1|435.82158121|34168451|1|2||5|11|2
3416846|1|1|1|205.61251997|34168461|1|2||3|05|
3416846|1|2|2|205.61251997|34168461|1|2||3|05|
3416847|1|1|1|516.70530836|34168471|1|2||4|09|
3416847|1|2|2|516.70530836|34168471|1|2||5|11|2
3416847|1|3|3|516.70530836|34168471|1|1|1|3|01|
3416848|1|5|5|357.39732034|34168481|2|1|1|2|00|
3416848|1|1|1|357.39732034|34168481|1|2||6|02|3
3416848|1|2|2|357.39732034|34168481|1|2||3|05|
3416848|1|3|3|357.39732034|34168481|1|2||6|02|3
3416848|1|4|4|357.39732034|34168481|2|2||1|00|
3416849|1|1|1|575.45285191|34168491|1|2||6|07|5
3416849|1|2|2|575.45285191|34168491|1|2||6|05|4
3416849|1|3|3|575.45285191|34168491|1|1|1|3|00|
3416850|1|1|1|432.56323412|34168501|1|2||6|03|3
